UF,Estado,Localidade,Faixa de CEP,CEP Inicial,CEP Final,Situação,Tipo de Faixa
BA,Bahia,Boquira,46530-000 a 46539-999,46530000,46539999,Não codificada por logradouros,Total do município
BA,Bahia,Botuporã,46570-000 a 46574-999,46570000,46574999,Não codificada por logradouros,Total do município
BA,Bahia,Brejões,45325-000 a 45329-999,45325000,45329999,Não codificada por logradouros,Total do município
BA,Bahia,Brejolândia,47750-000 a 47759-999,47750000,47759999,Não codificada por logradouros,Total do município
BA,Bahia,Brotas de Macaúbas,47560-000 a 47579-999,47560000,47579999,Não codificada por logradouros,Total do município
BA,Bahia,Brumado,46100-000 a 46109-999,46100000,46109999,Não codificada por logradouros,Total do município
BA,Bahia,Buerarema,45615-000 a 45619-999,45615000,45619999,Não codificada por logradouros,Total do município
BA,Bahia,Buritirama,47120-000 a 47149-999,47120000,47149999,Não codificada por logradouros,Total do município
BA,Bahia,Caatiba,45130-000 a 45139-999,45130000,45139999,Não codificada por logradouros,Total do município
BA,Bahia,Cabaceiras do Paraguaçu,44345-000 a 44349-999,44345000,44349999,Não codificada por logradouros,Total do município
BA,Bahia,Cachoeira,44300-000 a 44319-999,44300000,44319999,Não codificada por logradouros,Total do município
BA,Bahia,Caculé,46300-000 a 46309-999,46300000,46309999,Não codificada por logradouros,Total do município
BA,Bahia,Caém,44730-000 a 44739-999,44730000,44739999,Não codificada por logradouros,Total do município
BA,Bahia,Caetanos,45265-000 a 45269-999,45265000,45269999,Não codificada por logradouros,Total do município
BA,Bahia,Caetité,46400-000 a 46424-999,46400000,46424999,Não codificada por logradouros,Total do município
BA,Bahia,Cafarnaum,44880-000 a 44884-999,44880000,44884999,Não codificada por logradouros,Total do município
BA,Bahia,Cairu,45420-000 a 45429-999,45420000,45429999,Não codificada por logradouros,Total do município
BA,Bahia,Caldeirão Grande,44750-000 a 44754-999,44750000,44754999,Não codificada por logradouros,Total do município
BA,Bahia,Camacan,45880-000 a 45889-999,45880000,45889999,Não codificada por logradouros,Total do município
BA,Bahia,Camaçari,42800-001 a 42849-999,42800001,42849999,Codificado por logradouros,Total do município
BA,Bahia,Camaçari,42800-001 a 42849-999,42800001,42849999,Codificada por logradouros,Exclusiva da sede urbana
BA,Bahia,Camamu,45445-000 a 45449-999,45445000,45449999,Não codificada por logradouros,Total do município
BA,Bahia,Campo Alegre de Lourdes,47220-000 a 47239-999,47220000,47239999,Não codificada por logradouros,Total do município
BA,Bahia,Campo Formoso,44790-000 a 44797-999,44790000,44797999,Não codificada por logradouros,Total do município
BA,Bahia,Canápolis,47730-000 a 47739-999,47730000,47739999,Não codificada por logradouros,Total do município
BA,Bahia,Canarana,44890-000 a 44894-999,44890000,44894999,Não codificada por logradouros,Total do município
BA,Bahia,Canavieiras,45860-000 a 45864-999,45860000,45864999,Não codificada por logradouros,Total do município
BA,Bahia,Candeal,48710-000 a 48719-999,48710000,48719999,Não codificada por logradouros,Total do município
BA,Bahia,Candeias,43800-001 a 43849-999,43800001,43849999,Codificado por logradouros,Total do município
BA,Bahia,Candeias,43800-001 a 43839-999,43800001,43839999,Codificada por logradouros,Exclusiva da sede urbana
BA,Bahia,Candiba,46380-000 a 46389-999,46380000,46389999,Não codificada por logradouros,Total do município
BA,Bahia,Cândido Sales,45157-000 a 45159-999,45157000,45159999,Não codificada por logradouros,Total do município
BA,Bahia,Cansanção,48840-000 a 48849-999,48840000,48849999,Não codificada por logradouros,Total do município
BA,Bahia,Canudos,48520-000 a 48539-999,48520000,48539999,Não codificada por logradouros,Total do município
BA,Bahia,Capela do Alto Alegre,44645-000 a 44649-999,44645000,44649999,Não codificada por logradouros,Total do município
BA,Bahia,Capim Grosso,44695-000 a 44697-999,44695000,44697999,Não codificada por logradouros,Total do município
BA,Bahia,Caraíbas,45177-000 a 45179-999,45177000,45179999,Não codificada por logradouros,Total do município
BA,Bahia,Caravelas,45900-000 a 45909-999,45900000,45909999,Não codificada por logradouros,Total do município
BA,Bahia,Cardeal da Silva,48390-000 a 48399-999,48390000,48399999,Não codificada por logradouros,Total do município
BA,Bahia,Carinhanha,46445-000 a 46445-999,46445000,46445999,Não codificada por logradouros,Total do município
BA,Bahia,Casa Nova,47300-000 a 47349-999,47300000,47349999,Não codificada por logradouros,Total do município
BA,Bahia,Castro Alves,44500-000 a 44519-999,44500000,44519999,Não codificada por logradouros,Total do município
BA,Bahia,Catolândia,47845-000 a 47849-999,47845000,47849999,Não codificada por logradouros,Total do município
BA,Bahia,Catu,48110-000 a 48119-999,48110000,48119999,Não codificada por logradouros,Total do município
BA,Bahia,Caturama,46575-000 a 46579-999,46575000,46579999,Não codificada por logradouros,Total do município
BA,Bahia,Central,44940-000 a 44949-999,44940000,44949999,Não codificada por logradouros,Total do município
BA,Bahia,Chorrochó,48660-000 a 48679-999,48660000,48679999,Não codificada por logradouros,Total do município
BA,Bahia,Cícero Dantas,48410-000 a 48414-999,48410000,48414999,Não codificada por logradouros,Total do município
BA,Bahia,Cipó,48450-000 a 48454-999,48450000,48454999,Não codificada por logradouros,Total do município
BA,Bahia,Coaraci,45638-000 a 45639-999,45638000,45639999,Não codificada por logradouros,Total do município
BA,Bahia,Cocos,47680-000 a 47689-999,47680000,47689999,Não codificada por logradouros,Total do município
BA,Bahia,Conceição da Feira,44320-000 a 44329-999,44320000,44329999,Não codificada por logradouros,Total do município
BA,Bahia,Conceição do Almeida,44540-000 a 44549-999,44540000,44549999,Não codificada por logradouros,Total do município
BA,Bahia,Conceição do Coité,48730-000 a 48749-999,48730000,48749999,Não codificada por logradouros,Total do município
BA,Bahia,Conceição do Jacuípe,44245-000 a 44249-999,44245000,44249999,Não codificada por logradouros,Total do município
BA,Bahia,Conde,48300-000 a 48309-999,48300000,48309999,Não codificada por logradouros,Total do município
BA,Bahia,Condeúba,46200-000 a 46204-999,46200000,46204999,Não codificada por logradouros,Total do município
BA,Bahia,Contendas do Sincorá,46620-000 a 46639-999,46620000,46639999,Não codificada por logradouros,Total do município
BA,Bahia,Coração de Maria,44250-000 a 44254-999,44250000,44254999,Não codificada por logradouros,Total do município
BA,Bahia,Cordeiros,46280-000 a 46289-999,46280000,46289999,Não codificada por logradouros,Total do município
BA,Bahia,Coribe,47690-000 a 47699-999,47690000,47699999,Não codificada por logradouros,Total do município
BA,Bahia,Coronel João Sá,48590-000 a 48599-999,48590000,48599999,Não codificada por logradouros,Total do município
BA,Bahia,Correntina,47650-000 a 47654-999,47650000,47654999,Não codificada por logradouros,Total do município
BA,Bahia,Cotegipe,47900-000 a 47939-999,47900000,47939999,Não codificada por logradouros,Total do município
BA,Bahia,Cravolândia,45330-000 a 45339-999,45330000,45339999,Não codificada por logradouros,Total do município
BA,Bahia,Crisópolis,48480-000 a 48484-999,48480000,48484999,Não codificada por logradouros,Total do município
BA,Bahia,Cristópolis,47950-000 a 47959-999,47950000,47959999,Não codificada por logradouros,Total do município
BA,Bahia,Cruz das Almas,44380-000 a 44399-999,44380000,44399999,Não codificada por logradouros,Total do município
BA,Bahia,Curaçá,48930-000 a 48949-999,48930000,48949999,Não codificada por logradouros,Total do município
BA,Bahia,Dário Meira,45590-000 a 45599-999,45590000,45599999,Não codificada por logradouros,Total do município
BA,Bahia,Dias D'Ávila,42850-000 a 43699-999,42850000,43699999,Não codificada por logradouros,Total do município
BA,Bahia,Dom Basílio,46165-000 a 46169-999,46165000,46169999,Não codificada por logradouros,Total do município
BA,Bahia,Dom Macedo Costa,44560-000 a 44564-999,44560000,44564999,Não codificada por logradouros,Total do município
BA,Bahia,Elísio Medrado,45305-000 a 45309-999,45305000,45309999,Não codificada por logradouros,Total do município
BA,Bahia,Encruzilhada,45150-000 a 45154-999,45150000,45154999,Não codificada por logradouros,Total do município
BA,Bahia,Entre Rios,48180-000 a 48279-999,48180000,48279999,Não codificada por logradouros,Total do município
BA,Bahia,Érico Cardoso,46180-000 a 46189-999,46180000,46189999,Não codificada por logradouros,Total do município
BA,Bahia,Esplanada,48370-000 a 48389-999,48370000,48389999,Não codificada por logradouros,Total do município
BA,Bahia,Euclides da Cunha,48500-000 a 48519-999,48500000,48519999,Não codificada por logradouros,Total do município
BA,Bahia,Eunápolis,45820-001 a 45833-999,45820001,45833999,Codificado por logradouros,Total do município
BA,Bahia,Eunápolis,45820-001 a 45831-999,45820001,45831999,Codificada por logradouros,Exclusiva da sede urbana
BA,Bahia,Fátima,48415-000 a 48419-999,48415000,48419999,Não codificada por logradouros,Total do município
BA,Bahia,Feira da Mata,46446-000 a 46449-999,46446000,46449999,Não codificada por logradouros,Total do município
BA,Bahia,Feira de Santana,44000-001 a 44149-999,44000001,44149999,Codificado por logradouros,Total do município
BA,Bahia,Feira de Santana,44000-001 a 44099-999,44000001,44099999,Codificada por logradouros,Exclusiva da sede urbana
BA,Bahia,Filadélfia,44775-000 a 44779-999,44775000,44779999,Não codificada por logradouros,Total do município
BA,Bahia,Firmino Alves,45720-000 a 45724-999,45720000,45724999,Não codificada por logradouros,Total do município
BA,Bahia,Floresta Azul,45740-000 a 45744-999,45740000,45744999,Não codificada por logradouros,Total do município
BA,Bahia,Formosa do Rio Preto,47990-000 a 47999-999,47990000,47999999,Não codificada por logradouros,Total do município
BA,Bahia,Gandu,45450-000 a 45451-999,45450000,45451999,Não codificada por logradouros,Total do município
BA,Bahia,Gavião,44650-000 a 44654-999,44650000,44654999,Não codificada por logradouros,Total do município
BA,Bahia,Gentio do Ouro,47450-000 a 47499-999,47450000,47499999,Não codificada por logradouros,Total do município
BA,Bahia,Glória,48620-000 a 48629-999,48620000,48629999,Não codificada por logradouros,Total do município
BA,Bahia,Gongogi,45540-000 a 45544-999,45540000,45544999,Não codificada por logradouros,Total do município
BA,Bahia,Governador Mangabeira,44350-000 a 44359-999,44350000,44359999,Não codificada por logradouros,Total do município
BA,Bahia,Guajeru,46205-000 a 46219-999,46205000,46219999,Não codificada por logradouros,Total do município
BA,Bahia,Guanambi,46430-000 a 46437-999,46430000,46437999,Não codificada por logradouros,Total do município
BA,Bahia,Guaratinga,45840-000 a 45847-999,45840000,45847999,Não codificada por logradouros,Total do município
BA,Bahia,Heliópolis,48445-000 a 48449-999,48445000,48449999,Não codificada por logradouros,Total do município
BA,Bahia,Iaçu,46860-000 a 46874-999,46860000,46874999,Não codificada por logradouros,Total do município
BA,Bahia,Ibiassucê,46390-000 a 46399-999,46390000,46399999,Não codificada por logradouros,Total do município
BA,Bahia,Ibicaraí,45745-000 a 45749-999,45745000,45749999,Não codificada por logradouros,Total do município
BA,Bahia,Ibicoara,46760-000 a 46764-999,46760000,46764999,Não codificada por logradouros,Total do município
BA,Bahia,Ibicuí,45290-000 a 45299-999,45290000,45299999,Não codificada por logradouros,Total do município
BA,Bahia,Ibipeba,44970-000 a 44989-999,44970000,44989999,Não codificada por logradouros,Total do município
BA,Bahia,Ibipitanga,46540-000 a 46549-999,46540000,46549999,Não codificada por logradouros,Total do município
BA,Bahia,Ibiquera,46840-000 a 46849-999,46840000,46849999,Não codificada por logradouros,Total do município
BA,Bahia,Ibirapitanga,45500-000 a 45519-999,45500000,45519999,Não codificada por logradouros,Total do município
BA,Bahia,Ibirapuã,45940-000 a 45949-999,45940000,45949999,Não codificada por logradouros,Total do município
BA,Bahia,Ibirataia,45580-000 a 45584-999,45580000,45584999,Não codificada por logradouros,Total do município
BA,Bahia,Ibitiara,46700-000 a 46729-999,46700000,46729999,Não codificada por logradouros,Total do município
BA,Bahia,Ibititá,44960-000 a 44969-999,44960000,44969999,Não codificada por logradouros,Total do município
BA,Bahia,Ibotirama,47520-000 a 47529-999,47520000,47529999,Não codificada por logradouros,Total do município
BA,Bahia,Ichu,48725-000 a 48729-999,48725000,48729999,Não codificada por logradouros,Total do município
BA,Bahia,Igaporã,46490-000 a 46499-999,46490000,46499999,Não codificada por logradouros,Total do município
BA,Bahia,Igrapiúna,45443-000 a 45444-999,45443000,45444999,Não codificada por logradouros,Total do município
BA,Bahia,Iguaí,45280-000 a 45289-999,45280000,45289999,Não codificada por logradouros,Total do município
BA,Bahia,Ilhéus,45650-001 a 45674-999,45650001,45674999,Codificado por logradouros,Total do município
BA,Bahia,Ilhéus,45650-001 a 45662-999,45650001,45662999,Codificada por logradouros,Exclusiva da sede urbana
BA,Bahia,Inhambupe,48490-000 a 48499-999,48490000,48499999,Não codificada por logradouros,Total do município
BA,Bahia,Ipecaetá,44680-000 a 44689-999,44680000,44689999,Não codificada por logradouros,Total do município
BA,Bahia,Ipiaú,45570-000 a 45579-999,45570000,45579999,Não codificada por logradouros,Total do município
BA,Bahia,Ipirá,44600-000 a 44609-999,44600000,44609999,Não codificada por logradouros,Total do município
BA,Bahia,Ipupiara,47590-000 a 47599-999,47590000,47599999,Não codificada por logradouros,Total do município
BA,Bahia,Irajuba,45370-000 a 45374-999,45370000,45374999,Não codificada por logradouros,Total do município
BA,Bahia,Iramaia,46770-000 a 46779-999,46770000,46779999,Não codificada por logradouros,Total do município
BA,Bahia,Iraquara,46980-000 a 46989-999,46980000,46989999,Não codificada por logradouros,Total do município
BA,Bahia,Irará,44255-000 a 44259-999,44255000,44259999,Não codificada por logradouros,Total do município
BA,Bahia,Irecê,44900-000 a 44904-999,44900000,44904999,Não codificada por logradouros,Total do município
